ticker,filing_date,transaction_date,reporting_name,type_of_owner,transaction_type,securities_transacted,price,transaction_value,is_purchase
AZZ,2026-04-29,2026-04-28,Bella Todd Michael,officer: President-Metal Coatings,M-Exempt,3512.0,0.0,0.0,False
AZZ,2026-04-29,2026-04-28,Bella Todd Michael,officer: President-Metal Coatings,F-InKind,1164.0,141.58,164799.12000000002,False
AZZ,2026-04-29,2026-04-28,Bella Todd Michael,officer: President-Metal Coatings,M-Exempt,16.0,0.0,0.0,False
AZZ,2026-04-29,2026-04-28,Bella Todd Michael,officer: President-Metal Coatings,M-Exempt,637.0,0.0,0.0,False
AZZ,2026-04-29,2026-04-28,Bella Todd Michael,officer: President-Metal Coatings,F-InKind,210.0,141.58,29731.800000000003,False
AZZ,2026-04-29,2026-04-25,Bella Todd Michael,officer: President-Metal Coatings,M-Exempt,4.0,0.0,0.0,False
AZZ,2026-04-29,2026-04-25,Bella Todd Michael,officer: President-Metal Coatings,M-Exempt,324.0,0.0,0.0,False
AZZ,2026-04-29,2026-04-25,Bella Todd Michael,officer: President-Metal Coatings,F-InKind,120.0,144.78,17373.6,False
AZZ,2026-04-29,2026-04-27,Bella Todd Michael,officer: President-Metal Coatings,A-Award,1010.0,0.0,0.0,False
AZZ,2026-04-29,2026-04-27,Bella Todd Michael,officer: President-Metal Coatings,A-Award,1009.0,0.0,0.0,False
AZZ,2026-04-29,2026-04-25,Bella Todd Michael,officer: President-Metal Coatings,M-Exempt,324.0,0.0,0.0,False
AZZ,2026-04-29,2026-04-28,Bella Todd Michael,officer: President-Metal Coatings,M-Exempt,637.0,0.0,0.0,False
AZZ,2026-04-29,2026-04-28,Bella Todd Michael,officer: President-Metal Coatings,M-Exempt,3512.0,0.0,0.0,False
AZZ,2026-04-29,2026-04-28,Crawford Jason,officer: Chief Financial Officer,M-Exempt,157.0,0.0,0.0,False
AZZ,2026-04-29,2026-04-28,Crawford Jason,officer: Chief Financial Officer,M-Exempt,6147.0,0.0,0.0,False
AZZ,2026-04-29,2026-04-28,Crawford Jason,officer: Chief Financial Officer,F-InKind,2480.0,141.58,351118.4,False
AZZ,2026-04-29,2026-04-28,Crawford Jason,officer: Chief Financial Officer,M-Exempt,28.0,0.0,0.0,False
AZZ,2026-04-29,2026-04-28,Crawford Jason,officer: Chief Financial Officer,M-Exempt,1114.0,0.0,0.0,False
AZZ,2026-04-29,2026-04-28,Crawford Jason,officer: Chief Financial Officer,F-InKind,449.0,141.58,63569.420000000006,False
AZZ,2026-04-29,2026-04-25,Crawford Jason,officer: Chief Financial Officer,M-Exempt,12.0,0.0,0.0,False
AZZ,2026-04-29,2026-04-25,Crawford Jason,officer: Chief Financial Officer,M-Exempt,971.0,0.0,0.0,False
AZZ,2026-04-29,2026-04-25,Crawford Jason,officer: Chief Financial Officer,F-InKind,386.0,144.78,55885.08,False
AZZ,2026-04-29,2026-04-27,Crawford Jason,officer: Chief Financial Officer,A-Award,2430.0,0.0,0.0,False
AZZ,2026-04-29,2026-04-27,Crawford Jason,officer: Chief Financial Officer,A-Award,2430.0,0.0,0.0,False
SBLK,2026-05-22,2026-05-20,Reskos Nikolaos,officer: Chief Operating Officer,S-Sale,9914.0,26.55,263216.7,False
SBLK,2026-05-22,2026-05-21,Reskos Nikolaos,officer: Chief Operating Officer,S-Sale,30000.0,27.29,818700.0,False
SBLK,2026-05-20,2026-05-18,Reskos Nikolaos,officer: Chief Operating Officer,S-Sale,33103.0,26.278,869880.634,False
SBLK,2026-05-20,2026-05-19,Reskos Nikolaos,officer: Chief Operating Officer,S-Sale,86.0,26.49,2278.14,False
SBLK,2026-04-16,2026-04-08,Plakantonaki Charis,officer: Chief Strategy Officer,S-Sale,16500.0,24.5564,405180.6,False
SBLK,2026-04-16,2026-04-14,Reskos Nikolaos,officer: COO,S-Sale,1594.0,25.0,39850.0,False
SBLK,2026-04-16,2026-04-15,Reskos Nikolaos,officer: COO,S-Sale,8406.0,25.05,210570.30000000002,False
SBLK,2026-04-16,2026-04-08,Plakantonaki Charis,officer: Chief Strategy Officer,S-Sale,16500.0,24.5564,405180.6,False
SBLK,2026-04-01,2026-03-31,Zagari Raffaele,director,S-Sale,11500.0,22.7538,261668.69999999998,False
SBLK,2026-04-01,2026-03-31,Zagari Raffaele,director,S-Sale,11500.0,227538.0,2616687000.0,False
SBLK,2026-04-01,2026-03-31,Zagari Raffaele,director,director,0.0,0.0,0.0,False
SBLK,2026-03-18,2026-03-18,Norton Hamish,officer: PRESIDENT,officer: PRESIDENT,0.0,0.0,0.0,False
SBLK,2026-03-18,2026-03-18,Norton Hamish,officer: PRESIDENT,officer: PRESIDENT,0.0,0.0,0.0,False
SBLK,2026-03-18,2026-03-18,Pappas Petros,director: ,director: ,0.0,0.0,0.0,False
SBLK,2026-03-17,2026-03-17,Zagari Raffaele,director,director,0.0,0.0,0.0,False
SBLK,2026-03-17,2026-03-17,Zagari Raffaele,director,director,0.0,0.0,0.0,False
SBLK,2026-03-17,2026-03-17,Pappas Alexandros,other: Head of Operations,other: Head of Operations,0.0,0.0,0.0,False
SBLK,2026-03-17,2026-03-17,Pappas Alexandros,other: Head of Operations,other: Head of Operations,0.0,0.0,0.0,False
SBLK,2026-03-17,2026-03-17,Pappa Milena Maria,director,director,0.0,0.0,0.0,False
SBLK,2026-03-17,2026-03-17,Pappa Milena Maria,director,director,0.0,0.0,0.0,False
SBLK,2026-03-16,2026-03-16,Weston Gary,director,director,0.0,0.0,0.0,False
SBLK,2026-03-16,2026-03-16,Weston Gary,director,director,0.0,0.0,0.0,False
SBLK,2026-03-16,2026-03-16,Reskos Nikolaos,officer: Chief Operating Officer,officer: Chief Operating Officer,0.0,0.0,0.0,False
SBLK,2026-03-16,2026-03-16,Plakantonaki Charis,officer: Chief Strategy Officer,officer: Chief Strategy Officer,0.0,0.0,0.0,False
SBLK,2026-03-16,2026-03-16,Begleris Christos,officer: co CFO,officer: co CFO,0.0,0.0,0.0,False
CAAP,2026-03-31,2026-03-18,Zenarruza Andres Pedro Mariano,officer: Head of Legal & Compliance,officer: Head of Legal & Compliance,0.0,0.0,0.0,False
CAAP,2026-03-18,2026-03-18,Eurnekian Martin Francisco Antranik,officer,officer,0.0,0.0,0.0,False
CAAP,2026-03-18,2026-03-18,McGeoch Roderick Hamilton,director,director,0.0,0.0,0.0,False
CAAP,2026-03-18,2026-03-18,Arruda Filho Jorge,officer: Chief Financial Officer,officer: Chief Financial Officer,0.0,0.0,0.0,False
CAAP,2026-03-18,2026-03-18,Pechon Valerie,director: ,director: ,0.0,0.0,0.0,False
CAAP,2026-03-18,2026-03-18,Montagna Carlo Alberto,director: ,director: ,0.0,0.0,0.0,False
CAAP,2026-03-18,2026-03-18,MARX DANIEL,director: ,director: ,0.0,0.0,0.0,False
CAAP,2026-03-18,2026-03-18,Bomchil Maximo Luis,director: ,director: ,0.0,0.0,0.0,False
CAAP,2026-03-18,2026-03-18,Arendt David Ernest Maximilien Glenn,director: ,director: ,0.0,0.0,0.0,False
HAFN,2026-04-14,2026-04-10,Skov Mikael Opstun,officer: Chief Executive Officer,S-Sale,500000.0,8.12,4059999.9999999995,False
HAFN,2026-04-14,2026-04-13,Skov Mikael Opstun,officer: Chief Executive Officer,S-Sale,500000.0,8.11,4054999.9999999995,False
HAFN,2026-04-09,2026-04-07,Van Echtelt Petrus Wouter,officer: Chief Financial Officer,S-Sale,90000.0,8.22,739800.0,False
HAFN,2026-03-30,2026-03-18,Tan Emily,,,0.0,0.0,0.0,False
HAFN,2026-03-18,2026-03-18,Skov Mikael Opstun,officer: Chief Executive Officer,officer: Chief Executive Officer,0.0,0.0,0.0,False
HAFN,2026-03-18,2027-03-05,Skov Mikael Opstun,officer: Chief Executive Officer,officer: Chief Executive Officer,617581.0,7.66,4730670.46,False
HAFN,2026-03-18,2028-02-27,Skov Mikael Opstun,officer: Chief Executive Officer,officer: Chief Executive Officer,770533.0,6.31,4862063.2299999995,False
HAFN,2026-03-18,2029-02-26,Skov Mikael Opstun,officer: Chief Executive Officer,officer: Chief Executive Officer,771013.0,8.3,6399407.9,False
HAFN,2026-03-18,2027-03-15,Skov Mikael Opstun,officer: Chief Executive Officer,officer: Chief Executive Officer,60974.0,0.0,0.0,False
HAFN,2026-03-18,2027-03-05,Jensen Soeren Steenberg,"officer: EVP, Head of Asset Management","officer: EVP, Head of Asset Management",123170.0,7.66,943482.2000000001,False
HAFN,2026-03-18,2028-02-27,Jensen Soeren Steenberg,"officer: EVP, Head of Asset Management","officer: EVP, Head of Asset Management",179627.0,6.31,1133446.3699999999,False
HAFN,2026-03-18,2029-02-26,Jensen Soeren Steenberg,"officer: EVP, Head of Asset Management","officer: EVP, Head of Asset Management",179739.0,8.3,1491833.7000000002,False
HAFN,2026-03-18,2026-03-18,Anand Suyin,,,0.0,0.0,0.0,False
HAFN,2026-03-18,2026-03-18,Read Peter Graham,,,0.0,0.0,0.0,False
HAFN,2026-03-18,2026-03-18,Ridgway Donald John,,,0.0,0.0,0.0,False
HAFN,2026-03-18,2026-03-18,Sohmen-Pao Andreas,director,director,0.0,0.0,0.0,False
HAFN,2026-03-18,2026-03-18,Jorgensen Mia Krogslund,"officer: VP, Head of People, Culture &","officer: VP, Head of People, Culture &",0.0,0.0,0.0,False
HAFN,2026-03-18,2027-03-05,Jorgensen Mia Krogslund,"officer: VP, Head of People, Culture &","officer: VP, Head of People, Culture &",123170.0,7.66,943482.2000000001,False
HAFN,2026-03-18,2028-02-27,Jorgensen Mia Krogslund,"officer: VP, Head of People, Culture &","officer: VP, Head of People, Culture &",179627.0,6.31,1133446.3699999999,False
HAFN,2026-03-18,2029-02-26,Jorgensen Mia Krogslund,"officer: VP, Head of People, Culture &","officer: VP, Head of People, Culture &",179739.0,8.3,1491833.7000000002,False
HAFN,2026-03-18,2026-03-18,Van Echtelt Petrus Wouter,officer: Chief Financial Officer,officer: Chief Financial Officer,0.0,0.0,0.0,False
HAFN,2026-03-18,2027-03-05,Van Echtelt Petrus Wouter,officer: Chief Financial Officer,officer: Chief Financial Officer,134479.0,7.66,1030109.14,False
HAFN,2026-03-18,2028-02-27,Van Echtelt Petrus Wouter,officer: Chief Financial Officer,officer: Chief Financial Officer,193475.0,6.31,1220827.25,False
HAFN,2026-03-18,2029-02-26,Van Echtelt Petrus Wouter,officer: Chief Financial Officer,officer: Chief Financial Officer,193596.0,8.3,1606846.8,False
HAFN,2026-03-18,2026-03-18,Juhl Ralph Steen,"officer: EVP, Head of Technical","officer: EVP, Head of Technical",0.0,0.0,0.0,False
